iteration,avg_score,selected_links
37,-113.3821829680515,"[15808 33038 17541 43643 10222 44224 22913 11058 26684  6058 19561  5792
 12439 24487 10937 44203  4087 15508 27082  3385 29627  1505 29290 11397
 33372  6937 11077 16343 11021 17256 44949 28167 32898 11056 34235 42542
   923 43521 17395  5739 15488 13870  9761 17844 24933 10499   806 40907
 27123 22086 28181 25403  4653 40551 16719 36424 28811  8351  8252 27213
  8091 32984  3002 14431 21080  1823 29774 20892  7584 42432 44195  2598
   708 38918 18481 11022 27758 16344 22435 38568 17925 30672 32424 30818
 24462  9436 33446 30329 40808 33491 34254 20628 30166 37824  4906 40047
  9904  4189  5487 18857]"
38,-116.50059971649772,"[  675 17169 34320 35477 28900 24813 35051  8619  8166 15092 45115  5918
  2933 29439 34662 12799 19643 37578  8047 36044 13663  2987 36766 29440
 23364 41419  7028  4611  4187 41348  9736 25112 19466  2548  4054 12508
  3038 17246 22089 34597  8549 10815 12325 35711  4980 28355  3562 22719
 14043 36262 29246   264  5906 34853 22842  9303 11678 39331 16999 35409
 26470 16346 37256 11149  6457 27941  3457 25081  1024 20375 27242 17474
  9142 40420 18757 25319 19980 22909 32972 12567 17890 35207 43261  6559
 35472 27134  5943 40229 13964 26944 39015 14713 32625 21646  4211  3011
  5287 34979 23218 38379]"
39,-113.98296259949844,"[ 9243 20373  7124 42696 42682 16111 17466  4519 17123 20400 41128  3034
 30859  3339 10828  4135  7952 19848 37984 35686 20258  2516 18950 22947
 23323  8464   767  9611  8849  1984 25821 31397 10145   325 39172 26608
  1794 11308 26631 22299   576 43458 16057 13142 24879 22231 22850 35745
 38675 30533  3479  8591 15930 30643 41898 19006 21146 33155 42342  3137
 12665 35455 10957 39901  1156 38382 38290  4116 19201 26249  7811 21301
 39789 18053 30576 33738 33761  2695 31051 37259   525 31158 38102 35312
 30954 18851 13755  1473 26561 19128 12426 20090  1358 35727 26905 18683
 10005 40787  2393 18854]"
40,-115.9542307272926,"[11190  3773 39602   884 23806 16691 43033 27078  7625 14448 21566 37061
 31986 34801 33862  1238 18373 22672  5981 40826  4449 19458 25121  1863
 38304  1283 12617 25927  6598 15374 35826 15822  6061 18086 44158  6204
 35394 41508 17212    80 41749 37697 28674 36676 36694 37798 18852 21861
 19304 20131 42565 43507 21256 17671 24549  4667 22052 26871 11271 15768
 29518 20282 12041  8809 27720  8882 22721 37871 31131 40487 42125 34270
  4451 11041  9316 36440 42532 44705  9519 37553 12271 20893 21356 32654
 33238 34830 10357  7309  3790 42098 33459 45047 43860 20856 27319 33540
 42678 10596  1394 22687]"
41,-114.02341620324935,"[24035 10747  8753 34666  6751 11632 20225 40735  5299 32931   684 10726
 20381  6553 10173 18874 35299 33018  1382 23372  9207 25982 33021 13547
  6450  9737 10186 39158 11927  6498 34940 11169 17197 11564 18999 34661
  5708 42335 18313 22336 23313 17067 28214 15141  4183 13347 19586 28611
 22859 44571 14155 18037 39348  6718 19934  5720 34748   638 23477 23348
 31004 30791  1540 40581 43770 37538 23835   904 18985  7672  3554  9959
 28248  2953 34622 36427 17648 44524  7223  5016 14320  5184 15806  3532
 13355 31552   822 22856 29872  4221  3648  7070 43210 35834 19172  4174
 27768 37223 12353 19415]"
42,-116.62937520444886,"[27322 19529 40675  3462 15989 15767 28003 35344 19298 23030 25057 21111
 13166 35671 19109 13086 44718 31894  1045 11683 31479 14436  6961  9306
 40739 14821 41183 15838 37204 25062 11431 10094 19102 40599 36149 36125
 32666   994 18068  3518 33700 37300 41573 16800  3734   212 39601 31675
  9997 20306 12553 20405 12329 10762  9021 15593  6044 40338 36163 20285
 26041  3953 25190 34918 12073 28372 20660  8153  5038 42758 34967  8929
  9709 31903 14416 25786 11330 26176 12265 35432 33433 39796 11306 38020
 35529  6060 27391  4595  6935 38062 14125 15524 35579  3750 24264 33393
  5896  9213 17538 10215]"
43,-116.2892814305965,"[34011 33379 24988  2756 20778   561 12813 28663 23836 42688 25417  8081
 44653 12187 18477 11109 24429 28473 18315 34017 36255 19121  7603 31566
  7564  3420 18723 21040 30927  1966 25061  1753 18129  2368 32444 37813
 37515 29217 27813 14841 13122 42685 38830 21858 28596  5380 41530 13980
 38532 42799 29891  1652  9940 45083 35392 40310 14341 14651 10275  4709
  3669 12172  4084 37747 23654  8689 40532 18858 23868   787   962 21453
 23794 38978  2751 25136  7412 19898  1618 15474 27273 24881  9789 29729
 25790  5842 29618 31499   990 14169 17261  5162 23957 43455 42470  5298
 33810 22139 15658 29660]"
44,-113.9335950278051,"[41601  3033 41415   643 16794 38822 17678 22963 28546 22976 37471 30680
 44175  4636 43807 28324   828  1665 33545  1884 37185 33049 30685 21022
 43584 28676 24757  1831 42585  8820 17182 41309 38958 30101 37396  2534
 22211  8076 37559 36394 30994 15246 28115 22293 26821 28591  3828 30366
  4517  9638 29417 38681  4365 22182 36144 10108 28976  9977 12770 24234
 28507 42291  5414 30798  5570 15540 15485  5131  7054 15884 26387 37230
 33099  6439 14561  1937 23944 36843 27871 19186 35728 32623 11640 31135
 31699 23939 30131 30087 18748 18484  9430 25263 25721  5594 16306 12621
 41302 33272 34421  9608]"
45,-113.67391778432014,"[16172 37040 36712 36566 41926  4085 43534 12704 23132 22724 42442  6822
 27909 29284  7454 15859 34823 34395 41871 30065 30206 40486 39972  6185
 11231 25519 43488 43826 31607 14414  6415  8024  7638 44061  5967 43487
 25193 36540 39141 25024 23974 26915 36387 11755  4315 36979 20272 28122
 42388 30055 16803 25925 19408  1765 38475  3144 16056  7639  6055  2462
  3326 20035 40884 25094 13836 37089 37004 14690 23441 19267  7838 26801
 15684 11744  2937 37100 10916 15585 42247 22653 30930  3166 37143 27256
 23318 40642  6369 40026 23855 22489  5794 34443 22307 32783 29532  5679
  5965 34300  9086 14844]"
46,-114.2942699814634,"[29205 10474  4920 12839 15782 28977  4766  5849 11054 22460 21246 40768
 27084 22883 25253 33106 35497 32822  5403 14742  6406 20279 29418 44935
   930 27008 12467 27421 20397 11782 40912 20649  8009  6384  8659 40037
 15358 30833 19678 18031 34323  3781 45006  1599 25391  7027  2894 19487
 39957 34885 28751 17332  5972 36863 38550 15326  3633 22196 11333  4425
 30156  8057 40446 27627  5317 19016 40492  9776 40501 18765 33466 35652
  2943 16075  3994  1220  9685 11311  7438 23807 37019   243  7900 21428
 19890 18151 26429 16107 33575 37087  6896  6742 18515 31089 30819 21260
 33612 42366 24518  3345]"
47,-116.24623814196931,"[32741 13034 13861 41518 37145 40385 18644  2543 27205 38347 30919 43143
  8698  5997 24925  9146  6632 40676 36987  3104 38160 36438 22606 24840
 28085 31625 22817   557  5025 44163  1472 10400  6726 43130 38845  8728
 13360  5908  6071  3977  8780 14391 18526  3131 20266 18796  7101 36435
 39805 15637 33549 40986 33896 19179  2251 15602  8514 19906 19217 20123
 26452 14100 28173 41827  8772 28749 45042 14014 29676 13804  7311 13406
 20776  7956  8852  3704 40046 12925  9072  5661 40332 24031 25957 18042
 31093 39596 33889  2552 41220 19322 40540  7081  8560 20654 36842 20925
 30210 31097 12445 16338]"
48,-116.69283611383716,"[24923 23797 10412 19175 43599 15677 41789  5056 34158 33066 28043 37591
 12436 42561  4640 35076 14350  7878 13232 15197 22277 15501 42067  7350
 24322 27756 20753  3776  3721  8907  4456 22420 21900 34330 13916 23790
 17631 19771 43712 19448 15765 36948 17367  9453 28627 11939 24769  1704
 25848 37571 28119  1464  8370 17248 41796 14835 21099 10810  1595  5470
 26669 21457 23916  8072 17002   314  3081 38459 27056 11553 37558 36177
 26162 39075 43810  5095 15422 25108 21898 14871  6411 39945  1129 16169
 44044 42709 26715 38957 13617  6648 26168  6180 20403 31933  2841 29625
  3213 29569 36096  6408]"
49,-114.527069021917,"[  805 39292   520 37795 29651 37364 44300  2683 33596  7200 34253 15081
  7986 40144 24192 34569 21532 28759 16846 18588 33150 38818 10591 42485
 15269  2696  9050 27441 44618 22950  8705  2732 34190 44180 14285 40697
 30830  5492 33797   997   274  2423 13745 41602 28452 37222 38774 12088
 17946 22858  7437   811 31260 38489 35089 17086 28271 27860 19770 34870
 19533 32961 40598  7601 13202 44285  8276 21806 13841 28058 33839 38260
 34461   644 33380 20951  1558 33799 33217  2559   860 42543 14008 11317
  8603 43720 23145 19076  8737 13776 36780 10743  4179  3141  6576 44444
  4312  9183  8435 10434]"
50,-113.90600806891295,"[13308 19864 15093 32651 17931  4876 20369 20295  3940 34283 31149  2631
 10359 43901 14790 16749 25730 36869 36593 39991 24759 38704  2572 40389
 35012 11363 12476 23616 14053 39971 41762  6126  5626 31390 38693 39045
    30 12398 45120 37239 20629  7250   534 26791  9373  6886   512  6219
 10154  1286 33374  2276 15845 19352 11770 29813  5099  9639 32916 22255
 22576 35139 42020 24499 22053  6753 20356 41187 36689  1082 30395  3855
  1399  9067 37818 43601  3831  3036  7163   829 37430 24572 41134 35137
 33829 42665 13986 42245 42405 39956 24253 40778 35277  7806 21267 30908
 28031 22646 16349 44665]"
51,-115.65767091920178,"[32443  8482 19068  7850   625 32714  4338  8301  1547 11716 22916 19680
 30120 19115 40476  5185  4028 22555 24339 40692 15140  3184 28525 22215
 20036 26114 24816 25191 42684  8263  9823  7238  9267 26008 42066 25381
 24247 12474  2819 38515  7648 16352 31945 39173 19994 41716  8405 40890
  6151  1501 35422 23341  7828  6795  1901  6967 21989 20081 33064 29027
 17345  5840 31624 41905 41835 25829 31007 30113 23210 21450 18602 15702
 38253 25269 33825 33512 37790 10083 13050 17254  8769 30291 23028 26397
 31245 11346 10250 40556 25795  8158 41529  8567 16219 28504 25779  7794
  8220 17645 19757 23029]"
52,-117.06973067277296,"[44712  3115  7321 38600 40752 21654 27245 25334   261  1572 10455 12109
 26901 41810 16782 41575 33803 34197 42414  6635  3875 36539  5406  2818
 20434 36301 16009  9551 12098 28679 23027 30796    83 26430 18769   297
 22239  9576 10233 43732 43355  1042  8785 33996 12331 39859 27251 15785
 37577 33854 30686 28781 33405 15420  2762 15445 43769 39345 22928 19169
 41811  4124 14202 15984 38202 25169 39982  1780 22756 30689 38493 28488
 23928 14653 11300 27301 38061 36719 30924  9319  7879   580  8183 10668
 13395 23073 23549 10558 10166 27057 41727 38346 38497 18982 27900 24369
 40357 14015 13934 28130]"
53,-116.32169338131072,"[40999 22224 36876 25857 14126 22622  9323 28956  6816 39066 19212 24254
 11663  9680 12134 25731  9944 36148 37868 13019 29272 18036 29844 19870
 19629 21554 22760  6583 34738 41790 41589 19723  1235 12699 19273 42467
 40555 17525 23223 37136 26816 21881 26892  5964 34134 14356 14419  9706
 37388   587 15149 21706 26551 11140 12044 25839 14693 38498 30937  9752
 24124   738 22103  4707 12026 12587  4096 15553  4894 41770  6028 42227
 40980 37857 20322  4169  3087  5541 32432 33387 20798 10349 38915 39041
  6981 12536 44590  4385 21671  8441  5210  3466  5862 25918 34448 24979
  3393 41020 15417 20107]"
54,-116.98301711918006,"[18391 37594 37217 25172 19998 34091 24286 32830  2502 10024 22490 26218
 38172 30278 37863 41832 38628 28768 12527  1104 40621 22586  3921 28012
  2248 11018 14678 40717 38513 12227 10259 15900 24269 20815 31420  6076
 19817 18679  4033 26927 43587  9749 35408 24998 29056  7484 43730 39590
 19319 32627 30977  6560 31132  6897 36488 35499 34087 24891 19347 22577
 23414 22444 44770 43136 35313 11421 35847 28009    22  9438 30306 37437
  8050  5915 19183 34169 33657  5993  5429 29692  9241 43633   910  3480
 23065 33185 13192 42524  9097 20013 14262 15596 10149 42792  6125 20976
  1130   239 40985 42788]"
55,-113.4586740813434,"[14070 41011 19374  3382 41336  1549 14907 40215 14806 37703 10115 29644
 24831 34716 21783 18777  4295  6793 35406 34109 13216 19734 10501 32854
 40025 22109 31427  4885  3541  4890 17043 34720 36102 29025 42023  1367
  5413   877 15741   875 43820 15504 36452  1004 15183 23042 30528 19056
  8058 40565 36502 19638 12030 15388 15570 20677 11776 11072 27576 14896
 17904 21365  5643 39361  4332 24110  1712 18925 21230 37562 22944 38175
 12370 18837 32601 11484 38638 22705 28795 37587 34173 22998  1580 41025
 29020  3214 14787  8958 37227 14282  7188 42240  2665 12720 20283 30721
 41614 40743 24054 23270]"
56,-113.69409006651408,"[37262 39595 37828 41714 41040  4010    39  2955 43894 13647 27343  9932
  2510 32671 36826 40258 41628  8278  9301 22986 25329 34291 41781 10755
 30928 26489  9856 19427 22104 27994 30531   547 30876   338   751 17892
 25296  4593 11957 31505  6901 38457 43456  4294 27763 42293 23411  9984
 13665 13715 13025 24508 21535 33766 23188 33012 32856 26174 10264  9418
 37753 17569 21064 28292 18965 37920  4401  3638 42285  4853 33553 11310
 18764 17230 13662 38724 34888 17237  6392 39914 28051 20051 24210 22425
 38110 24245 36691   306 10928 34730 13150 42385  3159 41280  6433 28072
 34102 23274 12921 12090]"
57,-113.9131501472032,"[30360  6475 25661 43546 43902 44043 33352 32930  8719 45107 23814  7846
 41687  7264  7312  5351  7657   979  6131 34852 23809  3176 15710 40519
 19665 12344  2585  3072  9308 24493 11982  4241 22664 14003 19072 10708
  8491 34385 38045 31242 14785 43747 19484   917 32837 35653 34899 18575
 22091 43478 15375  9512  5821   938 27517  1700  4486  4430  5158 17408
 27303 19266 10827 14138 37336 40973 44729 33696 12505  9690 11166 22148
    87 12335 15789 19350 15214  8147 13983 21464  1120  4500 18204 11775
  8180 29123 43659 37409 12831  3494 25561 30936  5382 11064 29858  3092
 27910  6525 14538 12804]"
58,-116.2782139352307,"[ 1799 10929 38196 26418 36859 10808 15943  6109  1005 18538 26823  9151
 27215 25951 40013 33414 21906  7047 32543 36304 32562    79 14544 19569
 12462  6420 21466 19795 36140 32514 34201 24842 13947 24221 35269  8914
  2843  7799  6945 34170 35337 15213 11659   322  2443 13940  8287  8778
 20942 42318  8990  1716 38518 34001 28505 33317  7263 21649 39606 13593
 15598 43663 17245  6650  2993 12437  4913 26027 22261 14060 32441  5617
  4310  1234 15425 45112 12953 24404 37528 38355 37583 20175   281 35490
 33010 24235  5479 26706  1357 32833  7843 14895 18072 36677 30561 17075
 36616 11160  1517 26990]"
59,-114.1828044924218,"[ 9009 24200 20956 14715  2929  4531 10208 32817  2886 10390 25453 43340
  5602 23143  6803 24104 34570 15461  8163 24414 40100  5454  7796 43164
 12222  8947 39078  9750 25119 21474 25328 12110  5925  2383 25549  9775
 18956 34234 34419  9181 11196 33134 36838 40427 19530 44251  3487  2830
 19442 25300 17517   614 20999  7030 20256 28281  5324 34364  1737 10867
 12954 40866  8124 23997  1080 16295 43254  6958 27520 18557 19014  4313
 41030 35692 22832 40472 25807 25914  1022 31557 13318 12703 17177 37992
 19597 17670 28456 31678 32096 30176 20803 34766 30100  8046 35852 14389
 21489 41560 21366 41659]"
60,-119.27502453385678,"[30050 22012 25376 34388 24420 27549 39362 23144  5939 28467 21065 34459
 43515 18145 26506 15277 40152 38527 38194 24548 17028  5528 35241 10597
 10007 20156 26139 39340 35109 25351 14845 26693 27224 41286 28502  8485
 11598 43616 30916 15996 28357 29824 12822 25836  9174  8138 38299   226
 34794 44999  8261 27845 26817 12350  4497 43442 12153 19981  1883 28117
 11921 36135  4514  7226 32952 44507  8001  2320  4320 23125 35375   699
 24230 26457 28539 30971 40496   187 10203 43927 29447  8843 22380  1010
 31001 40016 35103 10023 11207 24990 34881  6488 12749 29502 26003  7019
 31481 28549 18607 41558]"
61,-113.9670701123106,"[ 9233 43461 16114 30195 12341 35438  7536 24103 27861 11664  9198 13194
  8938 41132 32088 43497  1822 34050 22029 16696 12400 29776 25142 16185
 12063 35429 12540 16096  7711  3057 44055 25915   697 12484 30626 34382
 32925 44988 43430 22645 11976 43146 39856 21161 37946   659 13758  3863
 24291 25677 13514 22356 42212 42837  6831 43593  6578   887 41151  2308
 34879 30822 25058  4200  7045  3520 11178 43165 12431  6944   801   144
 41517 15985 41674 28346 41806 15484  7315 36764 21371 14355 25283 22783
 28466 13899   909 42750  7875 11529 37216 31897 15932  8309 12938 42237
 39350 34585  6210  2605]"
62,-113.96529822265842,"[45055 27352 15278 27984 15864 15945  4235  9760 37219 16844 22996 18850
 18719  4464 39139  6107 22887  1074 33153 37102 36058 37924 19227  1242
 36528 15837 33349  1498 27681 32941 34146 40549 12745 37038 13148 37866
 22152  3640  9148 30887 18616  9402 27939 37260   680  5539 17206  2444
 36625  9206 15687 30946 11589  7901  7627 30838 19224  9784 38386  7566
  8478 26548 26807  8750 15245 28967 24397 25872  8345 34767 40195 43147
 18859 10584  1411  6089  9637 37012  1830 18013 12830  9189 32698 22999
 26840 22943 38003 13898  3428 29520  7945 24122 15128  9326 11690  3703
  1837  6783 37063 31712]"
63,-114.10424163122896,"[14740 22955  3464 10090 10156  7668 33407 15293 16063 13334  9274 42331
 12311   786 30812 23047  7933 41742  2745 23931 41859 22237 34049 11171
 44428  3183  2998  7867 43735 43289  9351 42668 37413  2477  4219 18132
  6602 13991 40701 11503 18057 28761 38073 37835 32946 33129  4922 15335
 25712 12326 17099   838 45164   648 11550  9158  9840 34047 13487 10405
 13437 40831  5607 11312 19532  9918 22693 19214  7379  5742 11606  1844
  1372 28782 39364 30628 40533  4036 36244  3179 35443  4746 31525 27906
 40505 44066 25651  9555 28752 18446 25262 34429 43733 19773 23081 26375
 40339  9411 25906  1456]"
64,-113.69436266492208,"[33518 15406 22443 29576  1971 19708 14205  7960  8632 21005 25234  3378
 28423 19818 37269 29785 15127 11270 39788 20236 14551 34872 32580 44957
 19667 35365 21612 18986 15373 28625 44137 41785  7609  2870 21585 35028
 32730  9973 11943 33411 11707 43388  8346 41955 15764 26849 34189 41502
 37032 29652 31474   844 25602  7164 34809 40745 37121 13220  9192  5408
 39951 20989 24931 30086 12309  1903 32629   232  4063  5873 16106   280
  5035  3951 34202  1471 43531 14086 18154 27340  7706 35379 28258 35270
 44717 24512 16342  8875   323 15259 23083 32570 11163   279 33044 42443
  7562 22290  8910  9587]"
65,-113.75722385781272,"[41169 12820 27449 33321  9716  8710 23405 14837 43876 24226 40742 40494
 33330 31567 22511 15680 33865 42393  6992 27818 32981  9861  4207 27339
 36633  5021  1528 40275 10251  5675  7814 29877 29184 12698  6526  9704
 18980 27505 11074  1736 24005  1854 40771  4350 44629 36517 10408 10750
 18397  9681 33831 33202 17158 13889 20362 20242  4927 43202 25455 19634
 42304 19246  8388 39599 40251 22701  7516 35237 29126  2903   978 18065
  1633 19233 17264 37448 28322 17082  5310 24426 23347  5893 29587 21084
 23004 17592  4553  8740 19542  8126 38523 21539  9857 44197 37942 11028
 40607 42205   200 41552]"
66,-114.06667757060303,"[27039  3521 33022 23293 20431 22572 34945 44294 43187 44040 38821  4601
 38178 14382 29832 33358  2633 32630 10221 26490  7244 14307 17941 27992
 22876 22945 38375 40132  3964 38100  3983 21763 44047  6949 11989  9109
 43398 25926 32842 30841  4127 36161 34972 17896  8723  6546 36950 11286
 39062 34007 26920 39929 32653  3986 38572 11112 27789 14846 23355  6380
 25336 13557 37390  4851 31092 41929  4274 24206  2455 37385  5713 17146
 36569 17872 14378 28373 40631 40407 15136 37347 22140 35289 42160  8365
 11194  6127 34110 42340  2410  2755 11103 33397 27523  1316 22629 36563
   134 40076 26265 39597]"
67,-116.52472467560791,"[13855 32796 15534 14741 15513 13582  8282 13465 17633 31247 11210 41705
 39049   882 34024  5231 13786 35544  9747 33456 35644 21613 26853 21006
   184  5774 16116 37968 28044  7471 28116 22662  4737 33698 28460 27684
 35720 16015 35523 37377 40794 14771 10402  8574 20658 11423 30825 23422
  6427  8519 10220 33857  8998  4454  8122  3506 13884  5312  7084 16721
 13482 13641 33355 25863  3891 14323 36705 20064 29288  4780  9173  7825
 39804  8752 43476 40122 30638  1641 30580 13159  5791 43137 27579 28996
 34818  2825 24970 24792 34095 42770 10912   669 25392  2920 19687 29008
 34826 38216 21695 16713]"
68,-116.87692181877662,"[10289 14056 24324 44187 14832 11189 35281  9497 37356 27850 32907 17198
  3401 23783 12763  9820  5490 10835 29004 34582 36890  5717 12420  3883
 35404  9381 30611 27596   498  5755 32688  9420 36836  9899  5195   922
 17599  6403 40221  4228 28127 13314 12034  4597 19329 22236 19595 20687
 13262 22281 22670  3724 32568 25497 12340 32911 13493 33476 22544  9260
  2363   842  3886 21250 39874 28213 43450 27644 26392 17165 42666  7442
 14440 33765 35141  2466 36040  9180  3360 10120 36183   283  4014 14175
 27716 26154  6054 25862 17077 32665 10729 20661 32551 13523 30965 19155
  7427  2815 15352 15112]"
69,-113.88542688910704,"[11100  3197  3950 22885 23536 41227 10459 38011 33639  7962 14802  7815
 26596 43243 37808 24123 22325 18076  9999 40445 27674 42163 24908 34345
 33055 31391 16034  5895  1503  7853 12927 19670 20259 17441  6825 37238
  8289 43322 10255 36941 41576 15283 14219 18185 34965  7868  8633 18003
 41902 33782 12112 12985 17205 24569 13814 12552  7107 37408  4429 13894
 33075 21998 10305 43919 43839  2747 44349 30657 28038 11735 40535 36133
  7661   795  3201 42100  5772 26793  7478 43737 31500 27856  7560 16064
 19280 35308  4154 30980  9271 22219 11033 43141 33637 27599 30905 45057
 13630  5733 42150 21116]"
70,-113.7129811361902,"[ 1803 31695 21115 40925 28170 19133 43675 40803 19010 36581 16991 35413
 25256 24302 32996 38029 27032 29269  3205 18578 28906 25304  5696 25645
  1037 37744 41877  7360 24241   546 44206 22411 36760 14817 10570 15399
 13669 33780  9883 30788 11827 44490  4958 37423 21939 12025 24467  8442
 24552 19649 26192 32944 24796 26725 30858 30943 37106 28620 41029 13927
  6552 12805 29448  5996 24887 13863 43892  7102 20875  4655 13079  5931
 34098 17342 22604 31679 11622 40594 29638  8952 15757 22735  3169 21206
 27208 40536  6479 37826 14546  7378 38238 36717  5337 29619 20760 30388
 38635  5316 12052 32852]"
